Key,en,zh-TW,zh-CN,ms,pt,ja,es,ar,bn,hi,id,ko,my,th,vi,tl,fr,sw
menu.collaboration_review,Affiliate Program Review,合營計畫審核,合营计划审核,Kajian Semula Projek Rangkaian Sekutu,Revisão do Programa de Afiliados,合作プログラム審査,Revisión del Programa de Afiliados,مراجعة برنامج الشراكة,অ্যাফিলিয়েট প্রোগ্রাম পর্যালোচনা,सहयोग समीक्षा,Ulasan Program Afiliasi,제휴 프로그램 심사,တွဲဖက်အစီအစဉ်ပြန်လည်သုံးသပ်ခြင်း။,การตรวจสอบแผนพันธมิตร,Xét duyệt chương trình liên kết,Review sa Affiliate Program,Avis sur le programme d'affiliation,Mapitio ya Programu ya Ushirika
menu.collaboration_setting,Affiliate Program Setup,合營計畫設定,合营计划设置,Tetapan Projek Rangkaian Sekutu,Configuração do Programa de Afiliados,合作プログラム設定,Configuración del Programa de Afiliados,إعداد برنامج الشراكة,অ্যাফিলিয়েট প্রোগ্রাম সেটআপ,सहयोग सेटिंग्स,Pengaturan Program Afiliasi,제휴 프로그램 설정,တွဲဖက်အစီစဉ်တည်ဆောင်ခြင်း,การตั้งค่าแผนพันธมิตร,Thiết lập chương trình liên kết,Affiliate Program Setup,Configuration du programme d'affiliation,Usanidi wa Programu ya Ushirika
menu.collaborationDomain,Affiliate Domain Management,合營推廣網域管理,合营推广网域管理,Pengurusan Domain Rangkaian Sekutu,Gerenciamento de Domínio de Afiliados,アフィリエイトドメイン管理,Gestión de Dominios de Afiliados,إدارة نطاقات الشركاء,অ্যাফিলিয়েট ডোমেইন ব্যবস্থাপনা,सहयोग डोमेन,Manajemen Domain Afiliasi,제휴 도메인 관리,တွဲဖက်စီမံခန့်ခွဲမှု ဒိုမိန်း,การจัดการโดเมนพันธมิตร,Quản lý miền liên kết,Affiliate Domain Management,Gestion des domaines affiliés,Usimamizi wa Kikoa cha Ushirika
menu.commision_report,Rebate record,返水紀錄,返水纪录,Rekod Rebat,Registro de Descontos,リベート記録,Registro de reembolsos,سجل الاسترداد,রিবেট রেকর্ড,कमीशन रिपोर्ट,Rekaman Rebat,리베이트 기록,ပြန်အမ်းငွေမှတ်တမ်း,บันทึกส่วนลด,Kỷ lục giảm giá,Record sa Rebate,Historique des remises,Rekodi ya punguzo
menu.commission_detail,Rebate Detail,返水明細,返水明细,Tetapan Rebat,Detalhes do Desconto,リベート明細,Configuración del reembolso,تفاصيل الاسترداد,রিবেটের বিস্তারিত,कमीशन विवरण,Pengaturan Rebat,리베이트 상세,ပြန်အမ်းငွေအသေးစိတ်,รายละเอียดการคืนเงิน,Chi tiết hoàn tiền,Detalye ng Rebate,Détails du remboursement,Maelezo ya Marejesho
menu.commission_details,Commission Details,佣金明細,佣金明细,Rincian Komisen,Detalhes da Comissão,手数料明細,Detalles de Comisión,تفاصيل العمولة,কমিশনের বিস্তারিত,कमीशन विवरण,Rincian Komisi,수수료 상세,ကော်မရှင်အသေးစိတ်,รายละเอียดคอมมิชชั่น,Chi tiết hoa hồng,Mga Detalye sa Commission,Détails de la commission,Maelezo ya Tume
menu.commission_management,Rebate,返水,返水,Pengeluaran Ahli,Desconto,リベート,Reembolso,استرداد نقدي,রিবেট,कमीशन प्रबंधन,Penarikan,리베이트,ပြန်အမ်းငွေ,ส่วนลด,Hạ giá,Rebate,Rabais,Punguzo
menu.commission_rate_setting,Commission Rate Setting,佔成設定,占成设定,Tetapan Purata Komisen,Configuração da Taxa de Comissão,分配率設定,Configuración de Tasa de Comisión,إعداد نسبة العمولة,কমিশনের হার সেটিং,कमीशन दर सेटिंग्स,Pengaturan Persentase Komisi,수수료율 설정,ကော်မရှင်နှုန်းသတ်မှတ်ခြင်း။,การตั้งค่าส่วนแบ่ง,Cài đặt tỷ lệ hoa hồng,Setting sa Commission Rate,fixation du taux de commission,Mpangilio wa Viwango vya Kamisheni
menu.commission_report,Commission Report,佣金報表,佣金报表,Laporan Komisen,Relatório da Comissão,手数料報告,Informe de comisiones,تقرير العمولة,কমিশন প্রতিবেদন,कमीशन रिपोर्ट,Laporan Komisi,수수료 보고서,ကော်မရှင်အစီရင်ခံစာ,รายงานค่าคอมมิชชั่น,Báo cáo của Ủy ban,Report sa Commission,Rapport de la Commission,Ripoti ya Tume
menu.commission_setup,Rebate Settings,返水設定,返水设置,Rebat,Configurações de Descontos,リベート設定,Reembolso,إعدادات الاسترداد,রিবেট সেটিংস,कमीशन सेटअप,Rebat,리베이트 설정,ပြန်အမ်းငွေ ဆက်တင်များ,การตั้งค่าการคืนเงิน,Cài đặt hoàn tiền,Mga Setting ng Rebate,Paramètres de remise,Mipangilio ya Marejesho
menu.contactUs,Contact us,聯絡我們,联络我们,Hubungi Kami,Entre em contato connosco,お問い合わせ,Contacto,اتصل بنا,আমাদের সাথে যোগাযোগ করুন,हमसे संपर्क करें,Hubungi kami,문의하기,ကျွန်နုပ်တို့ကို ဆက်သွယ်ပါ,ติดต่อเรา,Liên hệ với chúng tôi,Kontakin kami,Contactez-nous,Wasiliana nasi
menu.crypto_exchange_rate_settings,Crypto Rate Settings,虛擬貨幣出款匯率設定,虚拟货币出款汇率设置,Pengurusan Jenis Pembayaran,Pengurusan Jenis Pembayaran,仮想通貨の為替レート設定,Gestão da Taxa de Câmbio de Criptomoedas,إعدادات سعر الصرف للعملات المشفرة,အစားထိုးနှုန်း ဆက်တင်များ,ငွေကြေးအရေအတွက်စီမံခန့်ခွဲမှု,Configuração da Taxa de Câmbio de Criptomoedas,암호화폐 환율 설정,ဘဏ္ကျေး﻿ကျပ်နှုန်းသတ်မှတ်ခြင်း,การตั้งค่าอัตราแลกเปลี่ยนสกุลเงินดิจิทัล,Cài đặt tỷ giá tiền điện tử,Mga Setting ng Rate ng Crypto,Paramètres des taux de crypto-monnaie,Mipangilio ya Kiwango cha Crypto
menu.daily_comprehensive_report,Daily Comprehensive Report,每日綜合報表,每日综合报表,Laporan Lengkap Harian,Relatório Diário Consolidado,毎日総合報告書,Informe Diario Integral,تقرير يومي شامل,দৈনিক সমন্বিত প্রতিবেদন,दैनिक समग्र रिपोर्ट,Laporan Komprehensif Harian,일일 종합 보고서,နေ့စဉ် ပြည့်စုံသော အစီရင်ခံစာ,รายงานสรุปรายวัน,Báo cáo tổng hợp hàng ngày,Report sa Daily Comprehensive,Rapport quotidien complet,Ripoti Kamili ya Kila Siku
menu.dashboard,Dashboard,儀表板,控制台,Papan Pemuka,Painel de Controle,ダッシュボード,Panel de Control,لوحة القيادة,ড্যাশবোর্ড,डैशबोर्ड,Dasbor,대시보드,DashBoard,แผงควบคุม,Bảng điều khiển,Dashboard,Tableau de bord,Dashibodi
menu.dashBoard,Main DashBoard,主控台,主控台,Papan Pemuka Utama,Painel de controle,ダッシュボード,DashBoard,لوحة التحكم,ড্যাশবোর্ড,डैशबोर्ड,Dasbor,대시보드,DashBoard,แดชบอร์ด,Bảng điều khiển,DashBoard,Tableau de bord principal,Dashibodi Kuu
menu.day_report,Day Report,每日報表,每日报表,Laporan Harian,Relatório do Dia,日次レポート,Informe del día,تقرير يومي,দিনের প্রতিবেদন,दैनिक रिपोर्ट,Laporan Harian,일일 보고서,နေ့အစီရင်ခံစာ,รายงานประจำวัน,Báo cáo ngày,Report sa Day,Rapport du jour,Ripoti ya Siku
menu.deposit_record_inquiry,Deposit Record Inquiry,存款記錄查詢,存款记录查询,Semakan Rekod Deposit,Pedido do Registro de Depósitos,入金記録検索,Consulta de registros de depósitos,استعلام عن سجل الإيداع,জমার রেকর্ড অনুসন্ধান,जमा रिकॉर्ड पूछताछ,Penelusuran Rekaman Deposit,입금 기록 조회,သွင်းငွေ မှတ်တမ်းစုံစမ်းရေး,สอบถามบันทึกการฝากเงิน,Truy vấn hồ sơ tiền gửi,Inquiry sa Deposit Record,Consultation des relevés de dépôt,Uchunguzi wa Rekodi ya Amana
menu.deposit_withdrawal_list,Review Transaction,出入款審核,出入款审核,Senarai Agihan,Transação,入出金審査,Transacción,المعاملات,লেনদেন,जमा/निकासी सूची,Daftar Hadiah,입출금 거래,လုပ်ဆောင်မှု,ธุรกรรม,Giao dịch,Transaksyon,Examiner la transaction,Kagua Muamala
menu.dns_settings,DNS Settings,DNS 設定,DNS 設定,Tetapan DNS,Configurações de DNS,DNS設定,Configuración DNS,إعدادات نظام أسماء النطاقات (DNS),ডিএনএস সেটিংস,DNS सेटिंग्स,Pengaturan DNS,DNS 설정,DNS ဆက်တင်များ,การตั้งค่า DNS,Cài đặt DNS,Mga Setting ng DNS,Paramètres DNS,Mipangilio ya DNS
menu.document_download,Document Download,文檔下載,文档下载,Muat Turun Dokumen,Baixar o Documento,文書ダウンロード,Descarga de documentos,تحميل المستندات,ডকুমেন্ট ডাউনলোড,दस्तावेज़ डाउनलोड,Unduh Dokumen,문서 다운로드,စာရွက်စာတမ်းဒေါင်းလုဒ်လုပ်ပါ။,ดาวน์โหลดเอกสาร,Tải xuống tài liệu,Document Download,Téléchargement de documents,Upakuaji wa Hati
menu.download,APP download page,應用下載頁面,应用下载页面,Halaman Muat Turun Aplikasi,Página de download do aplicativo,APPダウンロードページ,Página de descarga de la APP,صفحة تحميل التطبيق,অ্যাপ ডাউনলোড পৃষ্ঠা,डाउनलोड,Halaman unduhan aplikasi,앱 다운로드 페이지,APP ဒေါင်းလုဒ်စာမျက်နှာ,หน้าดาวน์โหลดแอพ,Trang tải xuống ứng dụng,APP download page,page de téléchargement de l'application,Ukurasa wa kupakua programu
menu.fb_page,FB Page,FB專區,FB专区,Laman FB,Página do Facebook,Facebookページ,Página de Facebook,صفحة الفيسبوك,ফেসবুক পেজ,फेसबुक पेज,Halaman FB,페이스북 페이지,FB စာမျက်နှာ,เพจเฟซบุ๊ก,Trang FB,Pahina ng FB,Page Facebook,Ukurasa wa FB
menu.floatingIcon,Floating icon,懸浮圖標,悬浮图标,Ikon Terapung,Ícone flutuante,フローティングアイコン,Icono flotante,الأيقونة العائمة,ভাসমান আইকন,फ्लोटिंग आइकन,Ikon terapung,플로팅 아이콘,Floating အိုင်ကွန်,ไอคอนลอย,Biểu tượng nổi,Floating icon,icône flottante,Aikoni inayoelea
menu.footerSetting,Footer settings,底欄設置,底栏设置,Tetapan Kekaki,Configurações do rodapé,フッター設定,Configuración del pie de página,إعدادات التذييل,ফুটার সেটিংস,फूटर सेटिंग्स,Pengaturan footer,하단 설정,အောက်ခြေဆက်တင်များ,การตั้งค่าส่วนท้าย,Cài đặt chân trang,Mga setting sa Footer,Paramètres du pied de page,Mipangilio ya kijachini
menu.forgetPassword,Forget password,忘記密碼,忘记密码,Terlupa Kata Laluan,Esqueceu a senha,パスワードを忘れる,Olvidar contraseña,نسيت كلمة المرور,পাসওয়ার্ড ভুলে গেছেন,पासवर्ड भूल गए,Lupa kata sandi,비밀번호 찾기,ပက်စဝက်စ်‌‌ကိုမေ့ပါ။,ลืมรหัสผ่าน,Quên mật khẩu,Kalimutan ang password,Mot de passe oublié,Sahau nenosiri
