Key,en,zh-TW,zh-CN,ms,pt,ja,es,ar,bn,hi,id,ko,my,th,vi,tl,fr,sw
member.profile.disableAccountDate,Reactivation date,重新啟用日期,重新启用日期,Tarikh pengaktifan semula,Data de reativação,再アクティブ化日,Fecha de reactivación,تاريخ إعادة التفعيل,পুনরায় সক্রিয়করণের তারিখ,खाता निष्क्रिय तिथि,Tanggal pengaktifan kembali,재활성화 날짜,ပြန်လည်အသက်သွင်းမည့်ရက်စွဲ,วันที่เปิดใช้งานอีกครั้ง,Ngày tái kích hoạt,Petsa ng muling pag-activate,date de réactivation,Tarehe ya kuanza tena
member.profile.email,EMAIL,信箱,信箱,EMEL,E-MAIL,メールアドレス,CORREO ELECTRÓNICO,البريد الالكتروني,ইমেইল,ईमेल,E-MAIL,이메일,အီးမေးလ်,อีเมล,Email,I-EMAIL,E-MAIL,BARUA PEPE
member.profile.exclusionPeriodCannotPlayGame,Cannot play during self-exclusion period,自我排除期間，無法遊戲,自我排除期间，无法游戏,Tidak boleh bermain semasa tempoh pengecualian diri,Não é possível jogar durante o período de autoexclusão.,自己排除期間中はプレイできません,No se puede jugar durante el período de autoexclusión.,لا يُسمح باللعب خلال فترة الاستبعاد الذاتي,স্বেচ্ছাবর্জন সময়কালে খেলা যাবে না।,निष्कासन अवधि में खेल नहीं खेल सकते,Tidak dapat bermain selama periode pengucilan diri.,자진 제한 기간 중에는 게임을 이용할 수 없습니다,မိမိကိုယ်ကို ချန်လှပ်ထားချိန်အတွင်း မကစားနိုင်ပါ။,ไม่สามารถเล่นได้ในช่วงเวลาการยกเว้นตนเอง,Không thể chơi trong thời gian tự loại trừ,Hindi maaaring maglaro habang may panahon ng self-exclusion,Interdiction de jouer pendant la période d'auto-exclusion,Huwezi kucheza wakati wa kipindi cha kujitenga
member.profile.female,Female,女,女,Perempuan,Fêmea,女性,Femenino,أنثى,মহিলা,महिला,Perempuan,여성,အမျိုးသမီး,หญิง,Nữ,Babae,Femelle,Mwanamke
member.profile.fullName,FULL NAME,全名,全名,NAMA PENUH,NOME COMPLETO,お名前,NOMBRE COMPLETO,الاسم الكامل,পুরো নাম,पूर्ण नाम,NAMA LENGKAP,성명,အမည်အပြည့်အစုံ,ชื่อเต็ม,Họ và tên,BUONG PANGALAN,NOM ET PRÉNOM,JINA KAMILI
member.profile.function,Function,功能,功能,Fungsi,Função,機能,Función,Pوظيفة,ফাংশন,समारोह,Fungsi,기능,လုပ်ဆောင်ချက်,ฟังก์ชัน,Chức năng,Tungkulin,Fonction,Kazi
member.profile.gamingSite,Gaming Site,遊戲場地,游戏平台,Laman Permainan,Site de jogos,ゲーム場,Sitio de juegos,موقع الألعاب,গেমিং সাইট,गेमिंग साइट,Situs Permainan,게임 사이트,ဂိမ်းဆော့သည့်ဆိုဒ်,สนามกีฬา,Sân chơi,Site ng Paglalaro,Site de jeux,Tovuti ya Michezo ya Kubahatisha
member.profile.gender,GENDER,性別,性别,JANTINA,GÊNERO,性別,GÉNERO,الجنس,লিঙ্গ,लिंग,JENIS KELAMIN,성별,ကျား/မ အမျိုးစား,เพศ,Giới tính,KASARIAN,GENRE,JINSIA
member.profile.incomeSourceDetails,Income Source Details,收入來源詳情,收入来源详情,Butiran Sumber Pendapatan,Detalhes da fonte de renda,収入源の詳細,Detalles de la fuente de ingresos,تفاصيل مصدر الدخل,আয়ের উৎসের বিবরণ,आय स्रोत विवरण,Rincian Sumber Pendapatan,소득 원천 상세 정보,ဝင်ငွေအရင်းအမြစ်အသေးစိတ်,รายละเอียดแหล่งรายได้,Chi tiết nguồn thu nhập,Mga Detalye ng Pinagmumulan ng Kita,Détails de la source de revenus,Maelezo ya Chanzo cha Mapato
member.profile.jobTypeDetails,Job Type Details,職業類型詳情,职业类型详情,Butiran Jenis Kerja,Detalhes do tipo de vaga,職種詳細,Detalles del tipo de trabajo,تفاصيل نوع الوظيفة,চাকরির ধরনের বিবরণ,नौकरी प्रकार विवरण,Detail Jenis Pekerjaan,직종 상세 정보,အလုပ်အမျိုးအစားအသေးစိတ်,รายละเอียดประเภทงาน,Chi tiết loại công việc,Mga Detalye ng Uri ng Trabaho,Détails du type d'emploi,Maelezo ya Aina ya Kazi
member.profile.lastName,Last Name,姓,姓,Nama Akhir,Sobrenome,姓,Apellido,اسم العائلة,শেষ নাম,अंतिम नाम,Nama Belakang,성,မျိုးနွယ်အမည်,นามสกุล,Họ,Apelyido,Nom de famille,Jina la Ukoo
member.profile.level,Level,等級,等级,Aras,Nível,レベル,Nivel,المستوى,স্তর,स्तर,Tingkat,등급,အဆင့်,ระดับ,Cấp bậc,Antas,Niveau,Kiwango
member.profile.loginPassword,Login Password,登入密碼,登录密码,Kata Laluan Log Masuk,Senha de login,ログインパスワード,Contraseña de inicio de sesión,كلمة مرور تسجيل الدخول,লগইন পাসওয়ার্ড,लॉगिन पासवर्ड,Kata Sandi Login,로그인 비밀번호,ပက်စဝက်စ်‌‌ ဖြင့်ဝင်ရောက်ပါ။,รหัสผ่านเข้าสู่ระบบ,Mật khẩu đăng nhập,Password sa Pag-login,Identifiant Mot de passe,Nenosiri la Kuingia
member.profile.male,Male,男,男,Lelaki,Macho,男性,Masculino,ذكر,পুরুষ,पुरुष,Pria,남성,အမျိုးသား,ชาย,Nam,Lalaki,Mâle,Mwanaume
member.profile.member,Member,成員,成员,Ahli,Membro,メンバー,Miembro,العضو,সদস্য,सदस्य,Anggota,회원,အဖွဲ့ဝင်,สมาชิก,Thành viên,Miyembro,Membre,Mwanachama
member.profile.middleName,Middle Name,中間名,中間名,Nama Tengah,Nome do meio,ミドルネーム,Segundo nombre,الاسم الأوسط,মধ্য নাম,मध्य नाम,Nama tengah,중간 이름,အလယ်အမည်,ชื่อกลาง,Tên đệm,Gitnang Pangalan,Deuxième prénom,Jina la Kati
member.profile.month,Month,月,月,Bulan,Mês,月,Mes,الشهر,মাস,महीना,Bulan,월,လ,เดือน,Tháng,Buwan,Mois,Mwezi
member.profile.myDetails,My Details,我的详情,我的详情,Butiran Saya,Meus dados,私の詳細,Mis datos,معلوماتي,আমার বিবরণ,मेरी जानकारी,Detail Saya,내 정보,ကျွန်ုပ်၏အသေးစိတ်အချက်များ,ข้อมูลของฉัน,Chi tiết về tôi,Aking mga Detalye,Mes détails,Maelezo Yangu
member.profile.nationality,Nationality,國籍,国籍,Kewarganegaraan,Nacionalidade,国籍,Nacionalidad,الجنسية,জাতীয়তা,राष्ट्रीयता,Kebangsaan,국적,လူမျိုးစု,สัญชาติ,Quốc tịch,Nasyonalidad,Nationalité,Uraia
member.profile.natureOfWork,Nature of work,工作性質,工作性质,Jenis kerja,Natureza do trabalho,職務内容,Naturaleza del trabajo,طبيعة العمل,কাজের প্রকৃতি,कार्य का प्रकार,Sifat pekerjaan,직무 성격,အလုပ်သဘောသဘာဝ,ลักษณะงาน,Tính chất công việc,Uri ng trabaho,Nature du travail,Aina ya kazi
member.profile.nickname,Nickname,暱稱,昵称,Nama panggilan,Apelido,ニックネーム,Apodo,الاسم المستعار,ডাকনাম,उपनाम,Nama panggilan,닉네임,အမည်ပြောင်,ชื่อเล่น,Danh xưng,Palayaw,Surnom,Jina la utani
member.profile.nickName,NICKNAME,暱稱,昵称,NAMA PANGGILAN,APELIDO,ニックネーム,APODO,الاسم المستعار,ডাকনাম,उपनाम,NAMA PANGGILAN,닉네임,အမည်ပြောင်,ชื่อเล่น,Danh xưng,PALAYAG,SURNOM,JINA LA UTAMBUZI
member.profile.notSpecified,Not Specified,未指定,未指定,Tidak Dinyatakan,Não especificado,指定なし,No especificado,غير محدد,নির্দিষ্ট করা হয়নি,निर्दिष्ट नहीं,Tidak Ditentukan,미지정,မသတ်မှတ်ထားပါ,ไม่ระบุ,Chưa xác đính,Hindi Tinukoy,Non spécifié,Haijabainishwa
member.profile.permanentAddress,Permanent address,永久地址,永久地址,Alamat tetap,Endereço permanente,永住住所,Dirección permanente,العنوان الدائم,স্থায়ী ঠিকানা,स्थायी पता,Alamat tetap,영구 주소,အမြဲတမ်းလိပ်စာ,ที่อยู่ถาวร,Địa chỉ vĩnh viễn,Permanenteng address,Adresse permanente,Anwani ya kudumu
member.profile.personalInformation,Personal Information,個人資訊,个人信息,Maklumat Peribadi,Informações pessoais,個人情報,Información personal,المعلومات الشخصية,ব্যক্তিগত তথ্য,व्यक्तिगत जानकारी,Informasi Pribadi,개인 정보,ကိုယ်ပိုင်သတင်းအချက်အလက်များ,ข้อมูลส่วนตัว,Thông tin cá nhân,Personal na Impormasyon,Informations personnelles,Taarifa Binafsi
member.profile.phone,MOBILE,聯絡電話,联络电话,MUDAH ALIH,MÓVEL,電話番号,MÓVIL,رقم الجوال,মোবাইল,फोन,PONSEL,휴대폰,မိုဘိုင်း,มือถือ,Số điện thoại,MOBILE,MOBILE,SIMU YA MKONONI
member.profile.placeOfBirth,Place of birth,出生地,出生地,Tempat lahir,Local de nascimento,出生地,Lugar de nacimiento,مكان الميلاد,জন্মস্থান,जन्म स्थान,Tempat lahir,출생지,မွေးရပ်ဒေသ,สถานที่เกิด,Nơi sinh,Lugar ng kapanganakan,Lieu de naissance,Mahali pa kuzaliwa
member.profile.postalCode,Postal Code,郵政編碼,邮政编码,Poskod,Código postal,郵便番号,Código Postal,الرمز البريدي,পোস্টাল কোড,पोस्टल कोड,Kode Pos,우편번호,စာတိုက်သင်္ကေတ,รหัสไปรษณีย์,Mã bưu điện,Kodigo ng Postal,Code Postal,Nambari ya Posta
member.profile.presentAddress,Present address,現居地址,现居地址,Alamat semasa,Endereço atual,現住所,Dirección actual,العنوان الحالي,বর্তমান ঠিকানা,वर्तमान पता,Alamat saat ini,현재 주소,လက်ရှိလိပ်စာ,ที่อยู่ปัจจุบัน,Địa chỉ hiện tại,Kasalukuyang address,Adresse actuelle,Anwani ya sasa
member.profile.privacy,Privacy,隱私,隐私,Privasi,Privacidade,プライバシー,Privacidad,الخصوصية,গোপনীয়তা,गोपनीयता,Pribadi,개인정보 보호,ကိုယ်ရေးကိုယ်တာ,ความเป็นส่วนตัว,Tải ảnh đại diện,Pagkapribado,Confidentialité,Faragha
member.profile.profilePhoto,Profile Photo,個人頭像,个人头像,Foto Profil,Foto de perfil,プロフィール写真,Foto de perfil,صورة الملف الشخصي,প্রোফাইল ছবি,प्रोफ़ाइल फोटो,Foto Profil,프로필 사진,ပရိုဖိုင်ဓာတ်ပုံ,รูปโปรไฟล์,Ảnh đại diện,Larawan sa Profile,Photo de profil,Picha ya Wasifu
member.profile.province,Province,省,省,Wilayah,Província,県,Provincia,المحافظة,প্রদেশ,प्रांत,Propinsi,주,ပြည်နယ်,จังหวัด,Tỉnh,Lalawigan,Province,Mkoa
member.profile.quota,Quota,限額,限额,Kuota,Contingente,制限,Cuota,الحد,কোটা,कोटा,Kuota,한도,ပမာဏ,ขีดจำกัด,Hạn mức,Kuota,Quota,Mgawo
member.profile.referralCode,Referral Code,推薦碼,推荐码,Kod Rujukan,Código de indicação,紹介コード,Código de referencia,رمز الإحالة,রেফারেল কোড,संदर्भ कोड,Kode Referensi,추천 코드,အကြံပြုထားသော ကိုးကားချက်ကုဒ်,รหัสอ้างอิง,Mã giới thiệu,Kodigo ng Referral,Code de parrainage,Nambari ya Rufaa
member.profile.region,Region,地區,地区,Wilayah,Região,地域,Región,المنطقة,অঞ্চল,क्षेत्र,Wilayah,지역,တိုင်းဒေသကြီး,ภูมิภาค,Khu vực,Rehiyon,Région,Eneo
member.profile.registeredIp,registered Ip,註冊IP,注册IP,IP berdaftar,IP registrado,登録済みIP,IP registrada,عنوان IP مسجل,নিবন্ধিত আইপি,पंजीकृत आईपी,IP terdaftar,가입 IP,အကောင့်ဖွင့်ထားသော IP,IP ที่ลงทะเบียนแล้ว,今すぐ登録,rehistradong IP,IP enregistrée,Ip iliyosajiliwa
